Description,Test_ID,anger,boredom,enthusiasm,fun,happiness,hate,love,neutral,relief,sadness,surprise,worry
i feel discouraged when i feel discouraged a href http abundantlygraceful,13502,1,0,0,0,0,0,0,0,0,0,0,0
i encourage uplift and care for students when i am feeling beaten up by life,13520,1,0,0,0,0,0,0,0,0,0,0,0
i feel discouraged enough to stay in my room the remainder of the night,13555,1,0,0,0,0,0,0,0,0,0,0,0
i am feeling so very festive as i have been dressing as an elf for work since saturday haha i will eventually have the courage to put up a pic a href http,13645,1,0,0,0,0,0,0,0,0,0,0,0
i get ready for bed that evening i am feeling really really discouraged and vow to do nothing but work on my cv the next day leave this silly writing behind buckle down and find real work,13647,1,0,0,0,0,0,0,0,0,0,0,0
i feel that i missed a lot of opportunities and i could have had some amazing experiences if i had plucked up enough courage to try things when i was asked,13713,1,0,0,0,0,0,0,0,0,0,0,0
im not dissing her i think its great that shes feeling so positive and i want to encourage that,13734,1,0,0,0,0,0,0,0,0,0,0,0
i staggered down the street telling shaun and i expect anyone who lived nearby i have a volume problem when drunk what an outrage it was that we were made to feel unwelcome i shouldnt have to apologise for not being over,13856,1,0,0,0,0,0,0,0,0,0,0,0
i wonder if some of what i feel is species repressed anger at the monstrous outrage of having full consciousness stolen away,13883,1,0,0,0,0,0,0,0,0,0,0,0
i was really angry at them since i feel that i am really sincere towards qiuyue and all i wanted is just to be together with her,13989,1,0,0,0,0,0,0,0,0,0,0,0
im trying to understand why i feel so enraged today,14119,1,0,0,0,0,0,0,0,0,0,0,0
i understood him too much at the time that he became angry the beard listenned respectfully then and waited he to finish venting very quick will feel compunction the violent wind delivers more bigly more such,14222,1,0,0,0,0,0,0,0,0,0,0,0
i understand that i chose to stay with and a and choose to stay with a ra i just feel so angry right now,14328,1,0,0,0,0,0,0,0,0,0,0,0
i have been feeling kind of discouraged about my writing lately for a lot of reasons,14377,1,0,0,0,0,0,0,0,0,0,0,0
i feel morally outraged and furious more often than i d like,14451,1,0,0,0,0,0,0,0,0,0,0,0
i remember back then i always feel like my friends are afraid to tell me something because i might get angry,14602,1,0,0,0,0,0,0,0,0,0,0,0
i have no hard feelings i am not angry at the world i am not angry with any one am juts angry at myself,14644,1,0,0,0,0,0,0,0,0,0,0,0
i feel so angry that cancer is slowly killing my dad,14659,1,0,0,0,0,0,0,0,0,0,0,0
i was beginning to feel discouraged at why i was even here as it seems like everyone i have met has gone to pharmacy school gotten their phd or have only worked in pharma,14764,1,0,0,0,0,0,0,0,0,0,0,0
i cannot tell you how often i hear people say they feel hurt when it is quite clear that they are angry but cannot bring themselves to express that anger,14790,1,0,0,0,0,0,0,0,0,0,0,0
i feel outraged to hear stories on the news about abandonment,14842,1,0,0,0,0,0,0,0,0,0,0,0
i like shopping there and i have a feeling such actions are discouraged,14871,1,0,0,0,0,0,0,0,0,0,0,0
i feel myself becoming enraged at people in the office laughing like obscenely loud hyenas when i m trying to work,14903,1,0,0,0,0,0,0,0,0,0,0,0
i was told i had to close a door and seek help where one will let me in this person made me feel shamed internally savaged by rage as to what i have brought upon myself,15033,1,0,0,0,0,0,0,0,0,0,0,0
i was left to wonder about and at times i still feel angry not knowing the truth,15034,1,0,0,0,0,0,0,0,0,0,0,0
i well remember its sudden appearance and my mixed feelings of being tremendously impressed by the soviets accomplishment and of anger outrage about our the u,15106,1,0,0,0,0,0,0,0,0,0,0,0
i feel like my go to emotion is angry,15264,1,0,0,0,0,0,0,0,0,0,0,0
i hold it in to try and attain some level of taoist energy i feel irritable angry and tired,15272,1,0,0,0,0,0,0,0,0,0,0,0
i live with my wife sometimes i will feel angry at her disappointed or no feelings at all,15286,1,0,0,0,0,0,0,0,0,0,0,0
i laid out my accusations to the bridge felt a small part of the numb helpless rage that one feels when someone dies and resolved that the bridge was not totally to blame,15354,1,0,0,0,0,0,0,0,0,0,0,0
i feel so impatient so easily annoyed so outraged by the blatant defiance that seems to be olivias most prominent characteristic these days,15391,1,0,0,0,0,0,0,0,0,0,0,0
im tired of being angry and feeling wronged,15408,1,0,0,0,0,0,0,0,0,0,0,0
i have feelings on marrage being a perverse contract,15503,1,0,0,0,0,0,0,0,0,0,0,0
i call company worthy and whether you are feeling skeptical or adventurous i would encourage you to try this while the summer days are still warm,15612,1,0,0,0,0,0,0,0,0,0,0,0
i stop this no thought eating after i am feeling fearful guilty angry or bored,15720,1,0,0,0,0,0,0,0,0,0,0,0
i was feeling bitter and angry and disappointed and unsettled,15749,1,0,0,0,0,0,0,0,0,0,0,0
i feel more isolated than i ve felt in a long time and it makes me even more angry each time i look out the window and think i ll go walk for some pineapple at whole foods,15758,1,0,0,0,0,0,0,0,0,0,0,0
i can feel his cold rage swirling about him like a palpable aura of unholy might,15782,1,0,0,0,0,0,0,0,0,0,0,0
i feel like my perineum has been subjected to hours of violent kicking from enraged footballers or maybe some form of world war torture technique i m grateful for any bit of additional meat on my bum that absorbed some of the hardship but there just isn t believe it or not enough there,15837,1,0,0,0,0,0,0,0,0,0,0,0
i held him in my sights for the last lap and whether it was having a target to aim for or just finally thawing out but at last i started to feel like i was properly running and i caught and passed to some friendly encouragement about half way round,15845,1,0,0,0,0,0,0,0,0,0,0,0
i am im sure you must feel outraged at being,15878,1,0,0,0,0,0,0,0,0,0,0,0
i want to feel insecure confused and angry,15886,1,0,0,0,0,0,0,0,0,0,0,0
i feel a bit angry tonight after having listened to the news about the old man whose wife died and the carer who subsequently worked for him privately afterwards sued him for redundancy,15987,1,0,0,0,0,0,0,0,0,0,0,0
i feel so outrageously heartbroken over the loss of that line of support,16002,1,0,0,0,0,0,0,0,0,0,0,0
i have to explain myself again and again and again i soon feel drained and angry,16069,1,0,0,0,0,0,0,0,0,0,0,0
i just got really angry that i feel like spank them but them again seeing their innocent stares amp grins my anger just vanished into thin air,16096,1,0,0,0,0,0,0,0,0,0,0,0
i know that i let the time passed me by feeling angry and worried all the time,16148,1,0,0,0,0,0,0,0,0,0,0,0
i feel more angry than guilty,16255,1,0,0,0,0,0,0,0,0,0,0,0
i feel enraged because its ridiculous,16278,1,0,0,0,0,0,0,0,0,0,0,0
i want to encourage everybody to get out on the streets today if they feel outraged about what happened to mike and what s happening to thousands of citizens and non citizens in the united states,16351,1,0,0,0,0,0,0,0,0,0,0,0
i am curious as to why i do not feel victimized traumatized outraged by these events because none of those feelings enter into it for me,16402,1,0,0,0,0,0,0,0,0,0,0,0
i hope that they wont feel so outraged when i tell them that sam isnt the mother of their messiah,16461,1,0,0,0,0,0,0,0,0,0,0,0
i wasnt going to feel anxious or despondent or angry anymore,16465,1,0,0,0,0,0,0,0,0,0,0,0
i feel angry over the injustices being carried out in jesus name,16531,1,0,0,0,0,0,0,0,0,0,0,0
i feel so enraged that i want to punch him but i don t because he s only years old,16560,1,0,0,0,0,0,0,0,0,0,0,0
i find myself feeling rather enraged or what ever it may be but i am curiouse if this has to do with just how i grew up or is it actually a genetic issue or maybe a bit of both,16599,1,0,0,0,0,0,0,0,0,0,0,0
i was feeling rather discouraged particularly since most projects get thrown over the fence to the ops team who have to work harder to simply try and clean things up,16618,1,0,0,0,0,0,0,0,0,0,0,0
i get a feeling the royals could be lucky to average a point per game,16624,1,0,0,0,0,0,0,0,0,0,0,0
i didn t say you shouldn t feel outraged by it but i was gt gt gt gt gt referring to people who d only feel outraged by this and not by gt let s gt gt gt gt gt say a person being thrown off that cliff or shot in the gt face,17009,1,0,0,0,0,0,0,0,0,0,0,0
i still feel angry about that from a href http finsterfinds,17010,1,0,0,0,0,0,0,0,0,0,0,0
im feeling bummed out i usually dont wait until i find someone who looks discouraged,17098,1,0,0,0,0,0,0,0,0,0,0,0
im angry that i am only now learning how to feel emotions without channelling them into something less dangerous,17123,1,0,0,0,0,0,0,0,0,0,0,0
i no longer need to feel anxious about losing him being irrational picturing tragedy etc,17153,1,0,0,0,0,0,0,0,0,0,0,0
i remember feeling so discouraged and worried that i would never be able to get back to well,17382,1,0,0,0,0,0,0,0,0,0,0,0
one day i was angry with my friend who went into my drawer and took a piece of paper on which i wanted to write a letter and used it for her business without my knowledge,17514,1,0,0,0,0,0,0,0,0,0,0,0
i guess that s the reason that i feel so angry now,17745,1,0,0,0,0,0,0,0,0,0,0,0
i am feeling discouraged exhausted and kind of lost,17805,1,0,0,0,0,0,0,0,0,0,0,0
i can only imagine they would feel outraged,17970,1,0,0,0,0,0,0,0,0,0,0,0
i am tired of feeling angry or guilty about something,17987,1,0,0,0,0,0,0,0,0,0,0,0
i feel discouraged when i read the bad news because i realize that even with all of our strides this still could end badly,18004,1,0,0,0,0,0,0,0,0,0,0,0
i feel like i have to treat everyone as important all the time or they ll think they re not important and then they ll be hurt or angry and they won t like me any more and they ll leave me,18017,1,0,0,0,0,0,0,0,0,0,0,0
i got to reading some blogs about the horrific death of jean charles de menezes and i have to say my blood is boiling my heart is racing and i feel so enraged that i want to scream,18070,1,0,0,0,0,0,0,0,0,0,0,0
i was feeling particularly discouraged at how little weve seen of him lately and i decided that i needed to stop being negative and instead refocus my thoughts and remember some of the many things we have to be grateful for right now,18288,1,0,0,0,0,0,0,0,0,0,0,0
i spend too much time reading or watching the news i start to feel discouraged and frustrated,18459,1,0,0,0,0,0,0,0,0,0,0,0
i left work feeling frustrated and angry,18504,1,0,0,0,0,0,0,0,0,0,0,0
the surname of my brother was different from ours he often grinned at home and provoked others for the pleasure of it this made me angry,18600,1,0,0,0,0,0,0,0,0,0,0,0
im so grateful but sometimes my mind just wonders and i find myself feeling angry,18719,1,0,0,0,0,0,0,0,0,0,0,0
i feel completely discouraged with my week postpartum check coming up,18813,1,0,0,0,0,0,0,0,0,0,0,0
i feel like i should be more outraged about this,18825,1,0,0,0,0,0,0,0,0,0,0,0
i could plod along in my life with my head down feeling envious of what i don t have and frustrated at the spectacle of what an average life has become,19064,1,0,0,0,0,0,0,0,0,0,0,0
i wouldnt have any guilt and im sure he wasnt feeling angry either,19072,1,0,0,0,0,0,0,0,0,0,0,0
i was feeling alarmed because my instant response to this conversation was to get angry but i told myself no no listen to him,19133,1,0,0,0,0,0,0,0,0,0,0,0
i have a feeling that they will be outraged but that they will pull together in support to encourage those affected,19210,1,0,0,0,0,0,0,0,0,0,0,0
i can admit that im scared that im hurt that im angry and that im trying to stop feeling numb,19234,1,0,0,0,0,0,0,0,0,0,0,0
i always feel a little suspicious when there is any kind of tradition that cannot be accessed by the average person it smacks more than a little of gnostic heresy,19258,1,0,0,0,0,0,0,0,0,0,0,0
i need not your pity but dont pretend that i dont feel discouraged each time someone close to me is expecting,19264,1,0,0,0,0,0,0,0,0,0,0,0
ill state that i am angry at myself for feeling so out of control and so hostile,19331,1,0,0,0,0,0,0,0,0,0,0,0
i feel like an angry gorilla all the time and always ready to chew someone s face off,19342,1,0,0,0,0,0,0,0,0,0,0,0
i feel like cold hands are clasping my life and my courage is cut from my knees but tonight i need to make it i dont have any strength to carry my legs i wish it was somehow different i dont know i wish i could still want you and tell you come ill take you with me,19358,1,0,0,0,0,0,0,0,0,0,0,0
i feel discouraged defeated worn by the complexities and challenges of life,19370,1,0,0,0,0,0,0,0,0,0,0,0
i feel outraged that india is a desperately poor country,19500,1,0,0,0,0,0,0,0,0,0,0,0
when i learnt that a friend of mine had talked about me to another friend and had said wrong things about my abilities and attitudes i was very angry,19626,1,0,0,0,0,0,0,0,0,0,0,0
i went home that day feeling very discouraged at all of the ground that i had to make up but with my heart set on fulfilling my destiny,19722,1,0,0,0,0,0,0,0,0,0,0,0
im not lying when i feel offended and angry within this storyline,19726,1,0,0,0,0,0,0,0,0,0,0,0
i left feeling discouraged that with all that is wrong in my blood they are taking this first step and then seeing what happens,19787,1,0,0,0,0,0,0,0,0,0,0,0
